seed,split,task,assumption,episode,severity,unsafe_latent,visual_ambiguity,counterintuitive_physics,language_ambiguity,sensor_noise,tool_geometry_shift,material_shift,test_cost_pressure,stress
0,nominal_household,container_liquid_transfer,containment_or_leakage,3,0.913030,0.567291,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,containment_or_leakage,4,1.050181,0.616665,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,containment_or_leakage,5,0.984071,0.592866,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,0,0.790895,0.523322,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,1,0.770857,0.516108,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,2,0.827370,0.536453,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,3,0.750874,0.508915,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,4,0.723769,0.499157,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,rigidity_or_deformation,5,0.728480,0.500853,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,0,0.762863,0.513231,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,1,0.771483,0.516334,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,2,0.753904,0.510005,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,3,0.782651,0.520354,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,4,0.807269,0.529217,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,tool_reach_and_contact,5,0.842481,0.541893,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,0,0.764301,0.513748,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,1,0.689699,0.486892,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,2,0.802133,0.527368,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,3,0.737145,0.503972,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,4,0.757669,0.511361,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,articulation_direction,5,0.756908,0.511087,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,0,0.748664,0.508119,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,1,0.755758,0.510673,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,2,0.647277,0.471620,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,3,0.785942,0.521539,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,4,0.696948,0.489501,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,clearance_and_collision,5,0.771724,0.516421,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,0,0.814097,0.531675,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,1,0.730026,0.501409,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,2,0.812346,0.531044,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,3,0.715387,0.496139,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,4,0.727428,0.500474,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,mass_or_inertia,5,0.743013,0.506085,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,0,0.712930,0.495255,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,1,0.714801,0.495929,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,2,0.743159,0.506137,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,3,0.687274,0.486019,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,4,0.779521,0.519228,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,container_liquid_transfer,material_fragility_or_thermal,5,0.795013,0.524805,0.540000,0.000000,0.340000,0.000000,0.000000,0.420000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,0,0.701412,0.462908,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,1,0.741156,0.477216,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,2,0.656964,0.446907,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,3,0.746676,0.479203,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,4,0.690504,0.458981,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,support_stability,5,0.796936,0.497297,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,0,0.668374,0.451014,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,1,0.642733,0.441784,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,2,0.751307,0.480870,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,3,0.726465,0.471927,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,4,0.678330,0.454599,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,containment_or_leakage,5,0.751774,0.481039,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,0,0.761639,0.484590,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,1,0.762023,0.484728,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,2,0.689630,0.458667,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,3,0.729817,0.473134,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,4,0.714155,0.467496,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,rigidity_or_deformation,5,0.689635,0.458669,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,0,0.894053,0.532259,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,1,0.905230,0.536283,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,2,0.872317,0.524434,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,3,0.933504,0.546462,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,4,0.924591,0.543253,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,tool_reach_and_contact,5,1.017750,0.576790,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,0,0.713087,0.467111,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,1,0.775279,0.489501,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,2,0.717044,0.468536,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,3,0.634603,0.438857,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,4,0.746551,0.479158,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,articulation_direction,5,0.648719,0.443939,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,0,0.646539,0.443154,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,1,0.722076,0.470347,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,2,0.712260,0.466814,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,3,0.710837,0.466301,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,4,0.733493,0.474457,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,clearance_and_collision,5,0.640877,0.441116,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,0,0.697029,0.461331,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,1,0.725392,0.471541,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,2,0.727166,0.472180,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,3,0.775718,0.489658,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,4,0.793109,0.495919,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,mass_or_inertia,5,0.724956,0.471384,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,0,0.684224,0.456721,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,1,0.666099,0.450196,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,2,0.661176,0.448423,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,3,0.703562,0.463682,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,4,0.648153,0.443735,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,tool_use_reachability,material_fragility_or_thermal,5,0.632597,0.438135,0.420000,0.000000,0.460000,0.000000,0.000000,0.240000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,0,0.727604,0.469337,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,1,0.682379,0.453056,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,2,0.747832,0.476619,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,3,0.777509,0.487303,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,4,0.740064,0.473823,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,support_stability,5,0.843791,0.511165,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,0,0.818619,0.502103,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,1,0.791382,0.492298,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,2,0.659630,0.444867,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,3,0.760323,0.481116,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,4,0.759665,0.480879,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,containment_or_leakage,5,0.734025,0.471649,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,0,0.753545,0.478676,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,1,0.664425,0.446593,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,2,0.741070,0.474185,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,3,0.734532,0.471832,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,4,0.720291,0.466705,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,rigidity_or_deformation,5,0.777740,0.487387,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,0,0.717405,0.465666,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,1,0.717477,0.465692,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,2,0.719873,0.466554,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,3,0.828817,0.505774,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,4,0.683749,0.453550,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,tool_reach_and_contact,5,0.766467,0.483328,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,0,0.971501,0.557140,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,1,0.950957,0.549744,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,2,0.930173,0.542262,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,3,0.860890,0.517320,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,4,0.900454,0.531563,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,articulation_direction,5,0.960794,0.553286,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,clearance_and_collision,0,0.718186,0.465947,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
0,nominal_household,door_drawer_opening,clearance_and_collision,1,0.768799,0.484168,0.360000,0.000000,0.500000,0.000000,0.000000,0.260000,0.000000,0.000000
